"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2020-03-31","OR",16,,3,,140,140,132,11,,,12277,1399,,,853,,39,606,,58,0,,,,,1689,,,0,2542,1206,,,,,,0,2542,1206
"2020-03-31","PA",63,,14,,514,514,,128,,,37645,3868,,,,,,4843,,756,0,,,,,,,43493,4816,43493,4816,,,,,42488,4624,,0
"2020-03-31","PR",8,,2,,,,,0,,,1195,264,,,,,,239,,65,0,,,,,,,,0,1434,329,,,,,,0,,0
"2020-03-31","RI",8,,4,,,,59,0,,9,3544,298,,,3818,,6,568,,73,0,,,,,555,,3897,284,3897,284,,,,,4112,371,4373,440
"2020-03-31","SC",22,,4,,102,102,,0,,,4616,456,,,,,,1083,1083,158,0,,,,,,,,0,5699,614,,,,,,0,,0
"2020-03-31","SD",1,,0,,12,12,,12,,,3609,131,,,,,,108,,7,0,,,,,554,44,,0,3723,290,,,,,3717,138,3723,290
"2020-03-31","TN",23,,10,,175,175,9,27,,,,0,,,25121,,,2239,,405,0,,,,,2239,121,,0,27360,4056,,,,,,0,27360,4056
"2020-03-31","TX",41,,7,,,,196,0,,,,0,,,,,,3266,3266,392,0,,,,,8249,38,,0,78220,7427,,,,,,0,78220,7427
"2020-03-31","UT",5,,1,,73,73,,73,,,20526,2194,,,20833,,,887,,81,0,,,,,1097,,,0,21930,2363,,,,,21580,2314,21930,2363
"2020-03-31","VA",27,,2,,136,136,,24,,,,0,,,,,,1250,,230,0,,2,,,3847,,21393,1685,21393,1685,,19,,,,0,,0
"2020-03-31","VI",,,0,,,,,0,,,126,0,,,,,,30,,0,0,,,,,,21,,0,156,0,,,,,,0,,0
"2020-03-31","VT",13,,1,,36,36,21,18,,,3839,293,,,,,,293,293,37,0,,,,,,15,,0,4447,345,,,,,4132,330,4447,345
"2020-03-31","WA",262,,14,,,,,0,,,,0,,,,,,5957,5957,241,0,,,,,,,88412,4881,88412,4881,,,,,85393,4706,,0
"2020-03-31","WI",16,,2,,337,337,,337,,,17375,1519,,,,,,1585,1351,163,0,,,,,,,20389,1394,20389,1394,,,,,,0,,0
"2020-03-31","WV",1,,0,,,,,0,,,,0,,,,,,162,162,36,0,,,,,,,,0,3540,381,,,,,,0,3540,381
"2020-03-31","WY",0,,0,,17,17,,0,,,1999,159,,,2764,,,109,120,15,0,,,,,158,26,,0,2922,281,,,,,,0,2922,281
"2020-03-30","AK",3,,1,,10,10,,0,,,,0,,,,,,118,,8,0,,,,,,,,0,3654,320,,,,,,0,3654,320
"2020-03-30","AL",6,,2,,,,156,0,,,5694,1510,,,,,,859,859,53,0,,,,,,,,0,6553,1563,,,,,6553,1563,,0
"2020-03-30","AR",7,,1,,,,62,0,,,5262,2235,,,,,21,473,473,47,0,,,,,,29,,0,5735,2282,,,,,,0,5735,2282
"2020-03-30","AS",0,,0,,,,,0,,,,0,,,,,,,0,0,0,,,,,,,,0,0,0,,,,,,0,0,0
"2020-03-30","AZ",20,,3,,478,478,,51,,,15602,2649,,,,,,1157,,238,0,,,,,,,,0,25558,781,0,,,,16759,2887,25558,781
"2020-03-30","CA",133,,10,,,,1432,0,,597,20549,0,,,,,,6447,6447,739,0,,,,,,,,0,26996,739,,,,,,0,26996,739
"2020-03-30","CO",51,,4,,414,414,503,88,,,12737,0,,,,,,2627,,320,0,,,,,,,17107,1633,17107,1633,,,,,15364,894,,0
"2020-03-30","CT",36,,2,,,,517,0,,,,0,,,15476,,,2571,,578,0,,,,,5506,,,0,20991,829,,,,,,0,20991,829
"2020-03-30","DC",9,,4,,,,,0,,,,0,,,,,,401,,59,0,,,,,,106,3083,272,3083,272,,,,,,0,,0
"2020-03-30","DE",11,11,1,0,,,45,0,,,2216,2180,,,,,,264,,32,0,,,,,244,9,5011,542,5011,542,,,,,,0,,0
"2020-03-30","FL",63,,7,,652,652,,58,,,48225,9155,,,,,,4760,,876,0,,,,,,,48119,7137,48119,7137,,,,,,0,,0
"2020-03-30","GA",87,,7,,707,707,,41,,,,0,,,,,,2809,,158,0,,,,,2920,,,0,16225,1596,,,,,,0,16225,1596
"2020-03-30","GU",1,,0,,,,19,0,,2,352,18,,,,,,58,,2,0,,,,,,7,,0,410,20,,,,,,0,,0
"2020-03-30","HI",,,0,,12,12,,0,,,7825,976,,,,,,175,,24,0,,,,,175,,8145,1190,8145,1190,,,,,,0,,0
"2020-03-30","IA",6,,2,,74,74,51,6,,,6162,1149,,,,,,424,424,88,0,,,,,,23,,0,6586,1237,,,,,,0,,0
"2020-03-30","ID",6,,1,,39,39,42,3,,,4396,375,,,,,,309,309,45,0,,,,,,,,0,4706,424,,,,,4706,424,,0
"2020-03-30","IL",73,,8,,,,,0,,,,0,,,,,,5057,,461,0,,,,,,,,0,30446,2684,,,,,,0,30446,2684
"2020-03-30","IN",35,,3,,,,,0,,,9872,1556,,,,,,1786,,272,0,,,,,3029,,,0,22281,1709,,,,,,0,22281,1709
"2020-03-30","KS",8,,2,,66,66,,11,,,4554,360,,,,,,368,,49,0,,,,,,,,0,4922,409,,,,,,0,,0
"2020-03-30","KY",9,,0,,,,,0,,,,0,,,,,,439,,45,0,,,,,,,,0,6018,477,,,,,,0,6018,477
"2020-03-30","LA",185,,34,,,,1185,0,,,30008,5677,,,,,385,4025,4025,485,0,,,,,,,,0,34033,6162,,,,,,0,,0
"2020-03-30","MA",124,,25,,453,453,,54,,,37041,2930,,,,,,5752,5752,797,0,,,,,9117,,,0,58064,5581,,,,,,0,58064,5581
"2020-03-30","MD",35,34,11,1,353,353,,76,,,13316,962,,,,,,1413,1413,174,0,,,,,1537,,,0,13204,1585,,,,,,0,13204,1585
"2020-03-30","ME",3,,0,,49,49,,49,,,,0,,,,,,275,275,22,0,,,,,342,41,,0,8012,695,,,,,,0,8012,695
"2020-03-30","MI",437,518,86,29,,,,0,,,,0,,,23263,,,17363,17058,1579,0,,,,,8909,,,0,32172,7860,,,,,,0,32172,7860
"2020-03-30","MN",10,,1,,92,92,56,17,24,24,19512,946,,,,,,823,823,98,0,,,,,,,20335,1044,20335,1044,,,,,,0,,0
"2020-03-30","MO",13,,3,,,,,0,,,13204,1657,,,16387,,,1031,1031,193,0,,,,,1898,,,0,18299,1274,,,,,,0,18299,1274
"2020-03-30","MP",0,,0,,,,,0,,,,0,,,,,,2,2,0,0,,,,,,,,0,2,0,,,,,,0,,0
"2020-03-30","MS",16,,2,,195,195,,-40,,,2989,429,,,,,,847,,89,0,,,,,,,,0,3836,518,,,,,,0,,0
"2020-03-30","MT",4,,3,,10,10,,2,,,,0,,,,,,171,,17,0,,,,,,,,0,3885,0,,,,,,0,3885,0
"2020-03-30","NC",6,,2,,,,137,0,,,,0,,,,,,1307,,267,0,,,,,,,,0,22802,1638,,,,,,0,22802,1638
"2020-03-30","ND",2,,1,,19,19,,2,,,3728,373,,,,,,107,107,10,0,,,,,,19,3868,294,3868,294,,,,,3743,284,3892,295
"2020-03-30","NE",2,,0,,,,,0,,,2584,616,,,2434,,,145,,37,0,,,,,127,,,0,2611,353,,,,,2734,389,2611,353
"2020-03-30","NH",3,,0,,45,45,,6,,,5386,392,,,,,,314,,56,0,,,,,,,,0,5990,513,,,,,,0,5990,513
"2020-03-30","NJ",266,198,49,68,,,2000,0,,,25224,3008,,,,,,16636,16636,3250,0,,,,,,,,0,41860,6258,,,,,41860,6258,,0
"2020-03-30","NM",4,,2,,,,22,0,,,12246,1477,,,,,,237,,29,0,,,,,,26,,0,11006,29,,,,,,0,11006,29
"2020-03-30","NV",32,,4,,,,,0,,,10207,1795,,,,,,996,996,258,0,,,,,,,13576,455,13576,455,,,,,,0,13349,2568
"2020-03-30","NY",1218,,253,,,,9517,0,,2352,,0,,,,,,66497,,6984,0,,,,,,,186585,14115,186585,14115,,,,,,0,,0
"2020-03-30","OH",39,,10,,475,475,,72,163,,,0,,,,,,1933,1933,280,0,,,,,1716,,,0,25402,2101,,,,,,0,25402,2101
"2020-03-30","OK",17,,1,,153,153,,13,,103,1207,2,,,,,,481,,52,0,,,,,,,,0,1688,54,,,,,,0,,0
"2020-03-30","OR",13,,0,,129,129,107,12,,,10878,1185,,,31,,37,548,,69,0,,,,,1305,,,0,1336,1336,,,,,,0,1336,1336
"2020-03-30","PA",49,,11,,386,386,,33,,,33777,3716,,,,,,4087,,693,0,,,,,,,38677,4494,38677,4494,,,,,37864,4409,,0
"2020-03-30","PR",6,,1,,,,,0,,,931,90,,,,,,174,,47,0,,,,,,,,0,1105,137,,,,,,0,,0
"2020-03-30","RI",4,,1,,,,41,0,,9,3246,190,,,3449,,6,495,,78,0,,,,,484,,3613,450,3613,450,,,,,3741,268,3933,284
"2020-03-30","SC",18,,2,,102,102,,0,,,4160,1145,,,,,,925,925,151,0,,,,,,,,0,5085,1296,,,,,,0,,0
"2020-03-30","SD",1,,0,,,,,0,,,3478,351,,,,,,101,,11,0,,,,,539,34,,0,3433,425,,,,,3579,362,3433,425
"2020-03-30","TN",13,,6,,148,148,,15,,,,0,,,21470,,,1834,,297,0,,,,,1834,,,0,23304,2730,,,,,,0,23304,2730
"2020-03-30","TX",34,,0,,,,,0,,,,0,,,,,,2874,2874,322,0,,,,,7387,38,,0,70793,2805,,,,,,0,70793,2805
"2020-03-30","UT",4,,2,,,,,0,,,18332,1294,,,18593,,,806,,87,0,,,,,974,,,0,19567,1400,,,,,19266,1349,19567,1400
"2020-03-30","VA",25,,3,,112,112,,13,,,,0,,,,,,1020,,130,0,,2,,,3613,,19708,1386,19708,1386,,19,,,,0,,0
"2020-03-30","VI",,,0,,,,,0,,,126,3,,,,,,30,,7,0,,,,,,,,0,156,10,,,,,,0,,0
"2020-03-30","VT",12,,0,,18,18,,0,,,3546,172,,,,,,256,256,22,0,,,,,,,,0,4102,185,,,,,3802,194,4102,185
"2020-03-30","WA",248,,11,,,,,0,,,,0,,,,,,5716,5716,287,0,,,,,,,83531,5450,83531,5450,,,,,80687,5150,,0
"2020-03-30","WI",14,,1,,,,,0,,,15856,-694,,,,,,1422,1221,146,0,,,,,,,18995,1274,18995,1274,,,,,,0,,0
"2020-03-30","WV",1,,1,,,,,0,,,,0,,,,,,126,126,13,0,,,,,,,,0,3159,584,,,,,,0,3159,584
"2020-03-30","WY",0,,0,,17,17,,2,,,1840,286,,,2496,,,94,95,8,0,,,,,145,24,,0,2641,257,,,,,,0,2641,257
"2020-03-29","AK",2,,0,,10,10,,0,,,,0,,,,,,110,,19,0,,,,,,,,0,3334,413,,,,,,0,3334,413
"2020-03-29","AL",4,,1,,,,158,0,,,4184,0,,,,,,806,806,110,0,,,,,,,,0,4990,110,,,,,4990,110,,0
"2020-03-29","AR",6,,1,,,,43,0,,,3027,89,,,,,16,426,426,22,0,,,,,,28,,0,3453,111,,,,,,0,3453,111
"2020-03-29","AS",0,,0,,,,,0,,,,0,,,,,,,0,0,0,,,,,,,,0,0,0,,,,,,0,0,0
"2020-03-29","AZ",17,,2,,427,427,,41,,,12953,5498,,,,,,919,,46,0,,,,,,,,0,24777,1237,0,,,,13872,5544,24777,1237
"2020-03-29","CA",123,,22,,,,1034,0,,410,20549,0,,,,,,5708,5708,1065,0,,,,,,,,0,26257,1065,,,,,,0,26257,1065
"2020-03-29","CO",47,,3,,326,326,358,52,,,12737,1522,,,,,,2307,,246,0,,,,,,,15474,1283,15474,1283,,,,,14470,1194,,0
"2020-03-29","CT",34,,1,,,,404,0,,,,0,,,15032,,,1993,,469,0,,,,,5121,,,0,20162,1328,,,,,,0,20162,1328
"2020-03-29","DC",5,,1,,,,,0,,,,0,,,,,,342,,38,0,,,,,,66,2811,296,2811,296,,,,,,0,,0
"2020-03-29","DE",10,10,1,0,,,33,0,,,36,0,,,,,,232,,18,0,,,,,183,9,4469,476,4469,476,,,,,,0,,0
"2020-03-29","FL",56,,2,,594,594,,68,,,39070,3704,,,,,,3884,,705,0,,,,,,,40982,6375,40982,6375,,,,,,0,,0
"2020-03-29","GA",80,,11,,666,666,,49,,,,0,,,,,,2651,,285,0,,,,,2508,,,0,14629,549,,,,,,0,14629,549
"2020-03-29","GU",1,,0,,,,15,0,,,334,35,,,,,,56,,1,0,,,,,,7,,0,390,36,,,,,,0,,0
"2020-03-29","HI",,,0,,12,12,,4,,,6849,2492,,,,,,151,,31,0,,,,,146,,6955,1158,6955,1158,,,,,,0,,0
"2020-03-29","IA",4,,1,,68,68,51,7,,,5013,638,,,,,,336,336,38,0,,,,,,17,,0,5349,676,,,,,,0,,0
"2020-03-29","ID",5,,1,,36,36,35,11,,,4021,679,,,,,,264,264,16,0,,,,,,,,0,4282,710,,,,,4282,710,,0
"2020-03-29","IL",65,,18,,,,,0,,,,0,,,,,,4596,,1105,0,,,,,,,,0,27762,2333,,,,,,0,27762,2333
"2020-03-29","IN",32,,1,,,,,0,,,8316,1141,,,,,,1514,,282,0,,,,,2813,,,0,20572,1433,,,,,,0,20572,1433
"2020-03-29","KS",6,,1,,55,55,,28,,,4194,523,,,,,,319,,58,0,,,,,,,,0,4513,581,,,,,,0,,0
"2020-03-29","KY",9,,1,,,,,0,,,,0,,,,,,394,,92,0,,,,,,,,0,5541,418,,,,,,0,5541,418
"2020-03-29","LA",151,,14,,,,1127,0,,,24331,2485,,,,,380,3540,3540,225,0,,,,,,,,0,27871,2710,,,,,,0,,0
"2020-03-29","MA",99,,27,,399,399,,49,,,34111,3319,,,,,,4955,4955,698,0,,,,,7800,,,0,52483,2473,,,,,,0,52483,2473
"2020-03-29","MD",24,23,7,1,277,277,,51,,,12354,838,,,,,,1239,1239,247,0,,,,,1294,,,0,11619,1308,,,,,,0,11619,1308
"2020-03-29","ME",3,,2,,,,,0,,,,0,,,,,,253,253,42,0,,,,,319,41,,0,7317,1236,,,,,,0,7317,1236
"2020-03-29","MI",351,408,68,25,,,,0,,,,0,,,17417,,,15784,15519,919,0,,,,,6895,,,0,24312,2392,,,,,,0,24312,2392
"2020-03-29","MN",9,,4,,75,75,39,18,17,,18566,1171,,,,,,725,725,38,0,,,,,,243,19291,1209,19291,1209,,,,,,0,,0
"2020-03-29","MO",10,,0,,,,,0,,,11547,1465,,,15311,,,838,838,0,0,,,,,1702,,,0,17025,2136,,,,,,0,17025,2136
"2020-03-29","MP",0,,0,,,,,0,,,,0,,,,,,2,2,0,0,,,,,,,,0,2,0,,,,,,0,,0
"2020-03-29","MS",14,,1,,235,235,,16,,,2560,0,,,,,,758,,95,0,,,,,,,,0,3318,95,,,,,,0,,0
"2020-03-29","MT",1,,0,,8,8,,1,,,,0,,,,,,154,,25,0,,,,,,,,0,3885,468,,,,,,0,3885,468
"2020-03-29","NC",4,,0,,,,91,0,,,,0,,,,,,1040,,105,0,,,,,,,,0,21164,2910,,,,,,0,21164,2910
"2020-03-29","ND",1,,0,,17,17,,1,,,3355,546,,,,,,97,97,17,0,,,,,,18,3574,522,3574,522,,,,,3459,502,3597,525
"2020-03-29","NE",2,,0,,,,,0,,,1968,64,,,2103,,,108,,12,0,,,,,105,,,0,2258,338,,,,,2345,339,2258,338
"2020-03-29","NH",3,,1,,39,39,,6,,,4994,470,,,,,,258,,44,0,,,,,,,,0,5477,0,,,,,,0,5477,0
"2020-03-29","NJ",217,161,26,56,,,2000,0,,,22216,2830,,,,,,13386,13386,2262,0,,,,,,,,0,35602,5092,,,,,35602,5092,,0
"2020-03-29","NM",2,,0,,,,22,0,,,10769,0,,,,,,208,,17,0,,,,,,26,,0,10977,1590,,,,,,0,10977,1590
"2020-03-29","NV",28,,3,,,,,0,,,8412,511,,,,,,738,738,117,0,,,,,,,13121,560,13121,560,,,,,,0,10781,808
"2020-03-29","NY",965,,237,,,,8503,0,,2037,,0,,,,,,59513,,7195,0,,,,,,,172470,16401,172470,16401,,,,,,0,,0
"2020-03-29","OH",29,,4,,403,403,,59,139,,,0,,,,,,1653,1653,247,0,,,,,1496,,,0,23301,3186,,,,,,0,23301,3186
"2020-03-29","OK",16,,1,,140,140,,14,,,1205,25,,,,,,429,,52,0,,,,,,,,0,1634,77,,,,,,0,,0
"2020-03-29","OR",13,,1,,117,117,107,15,,,9693,1183,,,,,31,479,,65,0,,,,,,,,0,,0,,,,,,0,,0
"2020-03-29","PA",38,,4,,353,353,,37,,,30061,4807,,,,,,3394,,643,0,,,,,,,34183,5500,34183,5500,,,,,33455,5450,,0
"2020-03-29","PR",5,,2,,,,,0,,,841,102,,,,,,127,,27,0,,,,,,,,0,968,129,,,,,,0,,0
"2020-03-29","RI",3,,3,,,,35,0,,9,3056,314,,,3227,,6,417,,105,0,,,,,422,,3163,319,3163,319,,,,,3473,419,3649,462
"2020-03-29","SC",16,,3,,102,102,,0,,,3015,607,,,,,,774,774,235,0,,,,,,,,0,3789,842,,,,,,0,,0
"2020-03-29","SD",1,,0,,,,,0,,,3127,535,,,,,,90,,22,0,,,,,520,29,,0,3008,414,,,,,3217,557,3008,414
"2020-03-29","TN",7,,1,,133,133,,15,,,,0,,,19037,,,1537,,164,0,,,,,1537,,,0,20574,2236,,,,,,0,20574,2236
"2020-03-29","TX",34,,7,,,,,0,,,,0,,,,,,2552,2552,504,0,,,,,6974,,,0,67988,3842,,,,,,0,67988,3842
"2020-03-29","UT",2,,0,,,,,0,,,17038,2557,,,17249,,,719,,117,0,,,,,918,,,0,18167,2726,,,,,17917,2685,18167,2726
"2020-03-29","VA",22,,5,,99,99,,16,,,,0,,,,,,890,,151,0,,1,,,3403,,18322,1598,18322,1598,,18,,,,0,,0
"2020-03-29","VI",,,0,,,,,0,,,123,17,,,,,,23,,1,0,,,,,,,,0,146,18,,,,,,0,,0
"2020-03-29","VT",12,,0,,18,18,,0,,,3374,268,,,,,,234,234,21,0,,,,,,,,0,3917,309,,,,,3608,289,3917,309
"2020-03-29","WA",237,,17,,,,,0,,,,0,,,,,,5429,5429,462,0,,,,,,,78081,1987,78081,1987,,,,,75537,1833,,0
"2020-03-29","WI",13,,0,,,,,0,,,16550,1318,,,,,,1276,1112,142,0,,,,,,,17721,1329,17721,1329,,,,,,0,,0
"2020-03-29","WV",0,,0,,,,,0,,,,0,,,,,,113,113,17,0,,,,,,,,0,2575,356,,,,,,0,2575,356
"2020-03-29","WY",0,,0,,15,15,,1,,,1554,79,,,2267,,,86,87,4,0,,,,,117,20,,0,2384,78,,,,,,0,2384,78
"2020-03-28","AK",2,,1,,10,10,,4,,,,0,,,,,,91,,17,0,,,,,,,,0,2921,533,,,,,,0,2921,533
"2020-03-28","AL",3,,0,,,,134,0,,,4184,0,,,,,,696,696,109,0,,,,,,,,0,4880,109,,,,,4880,109,,0
"2020-03-28","AR",5,,2,,,,48,0,,,2938,1393,,,,,17,404,404,23,0,,,,,,24,,0,3342,1416,,,,,,0,3342,1416
"2020-03-28","AS",0,,0,,,,,0,,,,0,,,,,,,0,0,0,,,,,,,,0,0,0,,,,,,0,0,0
"2020-03-28","AZ",15,,2,,386,386,,43,,,7455,0,,,,,,873,,137,0,,,,,,,,0,23540,2407,0,,,,8328,137,23540,2407
"2020-03-28","CA",101,,23,,,,1034,0,,410,20549,3169,,,,,,4643,4643,764,0,,,,,,,,0,25192,3933,,,,,,0,25192,3933
"2020-03-28","CO",44,,13,,274,274,332,35,,,11215,1273,,,,,,2061,,327,0,,,,,,,14191,1687,14191,1687,,,,,13276,1600,,0
"2020-03-28","CT",33,,6,,,,205,0,,,,0,,,14184,,,1524,,233,0,,,,,4642,,,0,18834,2223,,,,,,0,18834,2223
"2020-03-28","DC",4,,1,,,,,0,,,,0,,,,,,304,,37,0,,,,,,51,2515,351,2515,351,,,,,,0,,0
"2020-03-28","DE",9,9,4,0,,,31,0,,,36,0,,,,,,214,,51,0,,,,,145,9,3993,431,3993,431,,,,,,0,,0
"2020-03-28","FL",54,,20,,526,526,,70,,,35366,7180,,,,,,3179,,659,0,,,,,,,34607,6244,34607,6244,,,,,,0,,0
"2020-03-28","GA",69,,5,,617,617,,51,,,,0,,,,,,2366,,365,0,,,,,2383,,,0,14080,3059,,,,,,0,14080,3059
"2020-03-28","GU",1,,0,,,,15,0,,,299,0,,,,,,55,,4,0,,,,,,7,,0,354,4,,,,,,0,,0
"2020-03-28","HI",,,0,,8,8,,1,,,4357,0,,,,,,120,,14,0,,,,,118,,5797,729,5797,729,,,,,,0,,0
"2020-03-28","IA",3,,0,,61,61,46,11,,,4375,635,,,,,,298,298,63,0,,,,,,15,,0,4673,698,,,,,,0,,0
"2020-03-28","ID",4,,1,,25,25,37,25,,,3342,674,,,,,,248,248,38,0,,,,,,,,0,3572,715,,,,,3572,715,,0
"2020-03-28","IL",47,,13,,,,,0,,,,0,,,,,,3491,,465,0,,,,,,,,0,25429,3887,,,,,,0,25429,3887
"2020-03-28","IN",31,,7,,,,,0,,,7175,1220,,,,,,1232,,251,0,,,,,2545,,,0,19139,2350,,,,,,0,19139,2350
"2020-03-28","KS",5,,1,,27,27,,0,,,3671,442,,,,,,261,,59,0,,,,,,,,0,3932,501,,,,,,0,,0
"2020-03-28","KY",8,,2,,,,,0,,,,0,,,,,,302,,54,0,,,,,,,,0,5123,1107,,,,,,0,5123,1107
"2020-03-28","LA",137,,18,,,,927,0,,,21846,3233,,,,,336,3315,3315,569,0,,,,,,,,0,25161,3802,,,,,,0,,0
"2020-03-28","MA",72,,15,,350,350,,131,,,30792,4661,,,,,,4257,4257,1017,0,,,,,7224,,,0,50010,3202,,,,,,0,50010,3202
"2020-03-28","MD",17,17,7,,226,226,,53,,,11516,11422,,,,,,992,992,218,0,,,,,1117,,,0,10311,3075,,,,,,0,10311,3075
"2020-03-28","ME",1,,0,,,,,0,,,,0,,,,,,211,211,43,0,,,,,275,36,,0,6081,938,,,,,,0,6081,938
"2020-03-28","MI",283,326,71,19,,,,0,,,,0,,,15902,,,14865,14625,1066,0,,,,,6018,,,0,21920,2787,,,,,,0,21920,2787
"2020-03-28","MN",5,,1,,57,57,30,6,17,,17395,3790,,,,,,687,687,47,0,,,,,,215,18082,3837,18082,3837,,,,,,0,,0
"2020-03-28","MO",10,,2,,,,,0,,,10082,9713,,,13471,,,838,838,169,0,,,,,1406,,,0,14889,2410,,,,,,0,14889,2410
"2020-03-28","MP",0,,0,,,,,0,,,,0,,,,,,2,2,2,0,,,,,,,,0,2,2,,,,,,0,,0
"2020-03-28","MS",13,,5,,219,219,,34,,,2560,0,,,,,,663,,84,0,,,,,,,,0,3223,84,,,,,,0,,0
"2020-03-28","MT",1,,1,,7,7,,0,,,,0,,,,,,129,,21,0,,,,,,,,0,3417,239,,,,,,0,3417,239
"2020-03-28","NC",4,,1,,,,87,0,,,,0,,,,,,935,,172,0,,,,,,,,0,18254,2667,,,,,,0,18254,2667
"2020-03-28","ND",1,,1,,16,16,,3,,,2809,382,,,,,,80,80,19,0,,,,,,16,3052,503,3052,503,,,,,2957,475,3072,504
"2020-03-28","NE",2,,2,,,,,0,,,1904,143,,,1802,,,96,,11,0,,,,,78,,,0,1920,189,,,,,2006,103,1920,189
"2020-03-28","NH",2,,0,,33,33,,3,,,4524,868,,,,,,214,,27,0,,,,,,,,0,5477,477,,,,,,0,5477,477
"2020-03-28","NJ",191,140,51,51,,,2000,0,,,19386,2839,,,,,,11124,11124,2299,0,,,,,,,,0,30510,5138,,,,,30510,5138,,0
"2020-03-28","NM",2,,1,,,,19,0,,,10769,1573,,,,,,191,,55,0,,,,,,2,,0,9387,874,,,,,,0,9387,874
"2020-03-28","NV",25,,4,,,,,0,,,7901,1740,,,,,,621,621,86,0,,,,,,,12561,1196,12561,1196,,,,,,0,9973,1845
"2020-03-28","NY",728,,209,,,,7328,0,,1755,,0,,,,,,52318,,7681,0,,,,,,,156069,17444,156069,17444,,,,,,0,,0
"2020-03-28","OH",25,,6,,344,344,,68,123,,,0,,,,,,1406,1406,269,0,,,,,1162,,,0,20115,3027,,,,,,0,20115,3027
"2020-03-28","OK",15,,7,,126,126,,21,,,1180,96,,,,,,377,,55,0,,,,,,,,0,1557,151,,,,,,0,,0
"2020-03-28","OR",12,,1,,102,102,91,12,,,8510,1557,,,,,31,414,,87,0,,,,,,,,0,,0,,,,,,0,,0
"2020-03-28","PA",34,,12,,316,316,,75,,,25254,4238,,,,,,2751,,533,0,,,,,,,28683,4931,28683,4931,,,,,28005,4771,,0
"2020-03-28","PR",3,,0,,,,,0,,,739,220,,,,,,100,,21,0,,,,,,,,0,839,241,,,,,,0,,0
"2020-03-28","RI",,,0,,,,29,0,,9,2742,240,,,2871,,6,312,,64,0,,,,,316,,2844,241,2844,241,,,,,3054,304,3187,319
"2020-03-28","SC",13,,4,,102,102,,0,,,2408,101,,,,,,539,539,83,0,,,,,,,,0,2947,184,,,,,,0,,0
"2020-03-28","SD",1,,0,,,,,0,,,2592,205,,,,,,68,,10,0,,,,,511,26,,0,2594,446,,,,,2660,215,2594,446
"2020-03-28","TN",6,,0,,118,118,,15,,,,0,,,16965,,,1373,,170,0,,,,,1373,,,0,18338,2247,,,,,,0,18338,2247
"2020-03-28","TX",27,,4,,,,,0,,,,0,,,,,,2048,2048,317,0,,,,,6498,,,0,64146,8295,,,,,,0,64146,8295
"2020-03-28","UT",2,,0,,,,,0,,,14481,2729,,,14655,,,602,,122,0,,,,,786,,,0,15441,2896,,,,,15232,2862,15441,2896
"2020-03-28","VA",17,,3,,83,83,,18,,,,0,,,,,,739,,135,0,,1,,,3214,,16724,1946,16724,1946,,18,,,,0,,0
"2020-03-28","VI",,,0,,,,,0,,,106,51,,,,,,22,,3,0,,,,,,,,0,128,54,,,,,,0,,0
"2020-03-28","VT",12,,2,,18,18,,0,,,3106,320,,,,,,213,213,28,0,,,,,,,,0,3608,360,,,,,3319,348,3608,360
"2020-03-28","WA",220,,21,,,,,0,,,,0,,,,,,4967,4967,435,0,,,,,,,76094,2797,76094,2797,,,,,73704,2601,,0
"2020-03-28","WI",13,,0,,,,,0,,,15232,2092,,,,,,1134,989,165,0,,,,,,,16392,1703,16392,1703,,,,,,0,,0
"2020-03-28","WV",0,,0,,,,,0,,,,0,,,,,,96,96,20,0,,,,,,,,0,2219,561,,,,,,0,2219,561
"2020-03-28","WY",0,,0,,14,14,,3,,,1475,264,,,2193,,,82,84,12,0,,,,,113,18,,0,2306,102,,,,,,0,2306,102
"2020-03-27","AK",1,,0,,6,6,,2,,,,0,,,,,,74,,11,0,,,,,,,,0,2388,528,,,,,,0,2388,528
"2020-03-27","AL",3,,2,,,,112,0,,,4184,591,,,,,,587,587,81,0,,,,,,,,0,4771,672,,,,,4771,672,,0
"2020-03-27","AR",3,,0,,,,48,0,,,1545,41,,,,,17,381,381,46,0,,,,,,19,,0,1926,87,,,,,,0,1926,87
"2020-03-27","AS",0,,0,,,,,0,,,,0,,,,,,,0,0,0,,,,,,,,0,0,0,,,,,,0,0,0
"2020-03-27","AZ",13,,5,,343,343,,40,,,7455,7108,,,,,,736,,159,0,,,,,,,,0,21133,2426,0,,,,8191,7267,21133,2426
"2020-03-27","CA",78,,13,,,,746,0,,200,17380,0,,,,,,3879,3879,873,0,,,,,,,,0,21259,873,,,,,,0,21259,873
